index,Unnamed: 0,age,num_children,gender,reported_height,reported_weight,reported_pants_size_waist,reported_pants_size_inseam,bra_size_chest,bra_size_cup,age_range,shoe_size_us,ankle_circum,spine_to_scye_len,spine_to_elbow_len,arm_len_spine_wrist,arm_len_shoulder_wrist,arm_len_shoulder_elbow,scye_circum,chest_circum,chest_circum_below_bust,chest_circum_scye,jean_inseam,hand_len,hip_circum,hip_height,neck_circum_base,bideltoid_breadth,height,thigh_circum_proximal,u_crotch,waist_circum_preferred,waist_height_preferred,weight,biacromial_breadth,bicristal_breadth,bust_to_bust,cervical_height,chest_height,interscye_dist,acromion_height,acromion_radial_len,ankle_height_inside,ankle_height_outside,axilla_height,elbow_height,knee_height,radial_stylion_len,sleeve_inseam,sleeve_outseam,acromion_radial_stylion_len,shoulder_len,dataset
1241,15800.0,37.0,2.0,female,70.08,154.32,32.0,34.0,36.0,2.0,36-45,10.5,9.33,8.74,21.93,33.07,24.33,13.19,16.14,39.45,33.07,37.09,32.8,7.8,39.06,33.62,17.13,16.38,69.72,21.34,26.97,32.6,42.48,158.95,14.98,12.28,7.99,59.41,49.15,15.96,56.37,12.225,3.19,2.775,51.695,45.125,18.77,10.075,17.4,21.45,22.3,8.74,caesar
1245,15806.0,42.0,2.0,female,62.99,149.91,33.0,29.0,36.0,3.0,36-45,8.5,9.57,7.64,19.88,29.92,22.28,12.24,17.52,39.21,31.85,36.54,28.74,6.93,41.85,30.08,17.64,17.36,63.11,24.06,26.06,31.42,38.31,147.71,14.55,11.64,8.69,52.69,43.63,15.45,51.24,11.44,3.155,2.63,47.12,40.415,16.96,8.915,16.06,20.02,20.355,7.64,caesar
1247,15808.0,22.0,0.0,female,71.65,152.12,32.0,34.0,34.0,0.0,17-25,9.5,9.72,7.68,22.05,33.07,25.39,14.37,15.67,34.29,30.16,34.8,34.65,7.56,40.91,35.0,19.09,17.2,72.24,22.56,24.41,31.34,43.11,149.91,16.25,10.38,7.09,61.45,53.8,15.47,58.815,12.805,3.28,2.82,55.07,46.15,19.855,10.825,19.67,22.575,23.63,7.68,caesar
1248,15809.0,42.0,2.0,female,69.29,132.28,31.0,34.0,34.0,0.0,36-45,8.5,9.41,8.74,21.18,30.79,22.05,12.44,14.88,35.71,31.26,35.43,31.97,7.52,38.15,32.09,17.17,17.01,69.49,20.63,27.91,27.13,42.72,133.16,15.84,11.16,7.81,58.71,49.7,16.48,56.06,11.45,3.625,2.725,52.485,45.155,19.0,9.715,18.255,20.85,21.165,8.74,caesar
1257,15826.0,36.0,2.0,female,65.75,132.28,29.0,32.0,38.0,2.0,36-45,9.5,9.65,7.56,19.88,30.16,22.6,12.32,14.17,36.97,31.57,35.08,31.3,7.32,38.19,32.4,16.3,16.57,66.46,22.72,23.03,31.93,38.54,137.57,13.96,11.26,7.58,55.93,46.95,15.6,54.105,11.89,3.1,2.495,49.63,43.075,17.745,9.72,16.485,20.675,21.61,7.56,caesar
1262,15830.0,30.0,1.0,female,64.96,132.28,30.0,30.0,36.0,2.0,26-35,6.5,9.02,7.6,20.67,30.31,22.72,13.07,14.65,36.85,32.01,34.72,31.18,7.28,41.5,30.79,15.79,15.75,64.37,23.9,26.38,31.69,40.87,145.73,14.66,12.23,8.24,54.67,46.72,14.64,52.62,12.16,2.855,2.48,48.39,41.26,18.1,8.725,16.375,20.675,20.885,7.59,caesar
1268,15838.0,47.0,0.0,female,64.17,130.07,30.0,30.0,34.0,0.0,46-55,6.5,8.86,6.61,19.88,29.41,22.8,13.27,14.29,36.18,32.13,33.62,30.59,7.17,39.37,31.54,17.76,15.24,64.57,23.11,25.47,27.4,39.88,129.63,13.91,11.61,7.8,54.31,46.92,13.08,52.81,12.395,3.21,2.49,49.645,40.855,17.43,9.13,18.055,20.985,21.525,6.61,caesar
1277,15848.0,60.0,3.0,female,66.14,171.96,36.0,32.0,38.0,1.0,56-65,9.5,9.96,7.91,21.46,31.5,23.58,13.54,18.03,41.26,34.72,43.35,30.87,7.4,45.28,32.4,17.56,17.28,66.18,24.13,28.27,34.8,40.87,175.93,15.14,13.0,8.28,56.39,47.25,16.1,53.785,12.415,3.325,2.57,48.68,42.005,17.795,9.16,16.175,21.35,21.575,7.92,caesar
1279,15851.0,47.0,2.0,female,66.14,154.32,32.0,32.0,36.0,0.0,46-55,9.5,9.61,6.65,19.88,30.51,23.86,13.23,16.02,35.98,30.98,34.57,31.3,7.28,45.71,31.14,16.93,15.35,65.79,26.02,30.16,28.74,41.54,159.61,12.53,11.99,7.52,55.91,47.09,14.2,54.25,12.025,3.175,2.44,49.62,43.47,17.665,9.655,16.765,21.06,21.68,6.65,caesar
1295,15882.0,54.0,2.0,female,69.69,147.71,32.0,32.0,38.0,0.0,46-55,9.5,9.65,7.6,21.06,31.61,24.02,13.46,16.06,36.65,31.61,36.34,32.17,7.52,41.42,33.7,17.95,17.05,66.81,21.3,27.44,32.68,41.89,145.28,15.45,11.99,6.87,56.94,48.53,15.78,54.825,12.235,3.395,2.415,51.38,43.3,18.345,9.695,17.895,21.78,21.93,7.59,caesar
1299,15887.0,28.0,0.0,female,65.75,138.89,32.0,32.0,36.0,3.0,26-35,8.5,9.53,7.28,20.12,30.67,23.39,12.83,14.88,37.91,31.81,35.87,32.87,7.48,41.65,33.54,16.26,16.85,66.26,23.5,25.83,29.84,41.81,141.76,13.86,11.57,8.79,56.79,47.05,14.38,54.325,12.42,2.735,2.605,49.725,42.88,19.225,9.185,16.605,21.56,21.605,7.28,caesar
1303,15890.0,28.0,0.0,female,68.9,145.51,32.0,32.0,34.0,2.0,26-35,9.5,9.29,7.76,21.06,31.3,23.54,13.31,15.71,35.51,30.24,36.14,32.95,7.56,39.61,33.31,17.24,16.18,68.78,22.6,25.47,28.66,42.83,147.49,15.41,11.13,7.66,58.61,49.51,14.97,55.585,12.195,3.42,2.91,51.375,43.9,18.99,9.265,17.02,21.025,21.46,7.76,caesar
1319,15912.0,32.0,1.0,female,67.32,135.58,28.0,32.0,36.0,1.0,26-35,7.5,9.61,7.56,20.28,30.91,23.35,12.72,14.57,37.13,33.11,36.54,31.54,7.48,38.23,32.32,17.24,15.75,67.24,22.64,26.57,26.46,41.85,137.79,14.43,10.42,7.84,56.49,48.95,14.59,54.245,12.0,3.22,2.45,50.625,42.825,17.755,9.81,18.09,21.805,21.81,7.56,caesar
1321,15914.0,23.0,0.0,female,68.11,134.48,29.0,30.0,34.0,1.0,17-25,8.5,9.53,7.52,21.06,30.94,23.43,13.54,14.57,34.41,29.41,33.66,31.22,7.05,38.15,32.68,15.87,16.61,67.09,22.83,25.83,26.69,41.54,132.28,14.8,10.86,7.49,56.76,48.25,14.02,54.83,12.61,2.805,2.35,50.875,42.505,17.695,9.63,17.925,22.085,22.24,7.51,caesar
1324,15918.0,26.0,1.0,female,66.93,145.51,31.0,34.0,34.0,3.0,26-35,8.5,9.57,7.52,20.47,31.89,24.37,12.95,16.54,39.02,30.79,35.24,31.81,7.4,39.88,33.5,16.69,16.3,67.56,22.99,25.24,31.97,41.77,150.36,15.29,11.52,8.05,57.48,48.85,13.54,55.06,11.415,3.005,2.335,51.37,44.14,18.545,10.02,17.055,20.66,21.435,7.52,caesar
1328,15923.0,23.0,0.0,female,64.96,121.25,29.0,32.0,34.0,1.0,17-25,6.5,8.9,7.4,20.59,30.0,22.6,13.19,13.7,34.69,29.88,32.99,29.96,7.2,38.7,31.81,16.46,16.26,64.49,22.99,25.94,26.69,39.88,130.07,14.62,10.83,7.32,54.51,47.96,14.26,52.69,11.12,3.025,2.265,49.2,41.65,17.135,9.435,16.685,20.29,20.555,7.4,caesar
1340,15941.0,32.0,1.0,female,66.14,103.62,28.0,30.0,32.0,1.0,26-35,6.5,8.86,7.05,19.88,29.76,22.72,12.83,14.17,32.2,27.76,31.18,31.97,7.2,36.22,31.65,16.73,15.55,66.26,20.0,26.22,25.75,41.69,111.55,14.62,9.96,6.93,55.41,47.6,14.29,54.21,11.94,2.91,2.295,50.965,44.04,18.04,9.405,17.745,20.895,21.345,7.04,caesar
1347,15950.0,30.0,2.0,female,68.11,143.3,33.0,36.0,34.0,4.0,26-35,9.5,10.04,7.44,20.98,31.81,24.37,13.54,15.28,37.48,31.06,35.35,31.34,7.64,39.8,31.65,16.26,16.93,67.09,22.91,26.77,31.3,41.14,147.71,14.49,11.67,8.19,57.61,46.56,15.42,54.985,12.6,3.32,2.8,50.18,42.675,18.47,9.515,17.23,21.595,22.115,7.44,caesar
1360,15967.0,38.0,3.0,female,70.87,147.71,30.0,36.0,32.0,1.0,36-45,9.5,9.84,7.56,21.34,31.18,23.62,13.78,15.51,35.43,30.94,34.76,33.39,7.6,40.55,33.31,17.09,16.26,70.16,22.36,28.11,28.74,43.5,147.71,14.38,12.03,7.31,60.1,51.1,14.37,57.83,13.3,3.2,2.615,53.69,45.19,18.71,9.545,18.67,22.27,22.845,7.56,caesar
1362,15969.0,40.0,0.0,female,72.44,158.73,31.0,36.0,36.0,1.0,36-45,10.5,9.37,7.83,21.65,32.91,25.08,13.82,17.01,36.69,31.38,36.61,35.31,7.95,40.16,35.71,16.73,16.61,73.07,22.24,27.36,30.59,45.0,149.91,15.88,12.2,7.51,61.09,53.18,14.27,59.22,12.45,3.525,2.84,56.05,46.96,19.9,10.4,20.06,22.82,22.85,7.83,caesar
1376,15987.0,23.0,0.0,female,70.08,154.32,31.0,34.0,36.0,3.0,17-25,8.5,9.61,7.56,21.65,32.28,24.72,14.09,15.55,37.48,31.18,36.06,33.39,7.36,42.09,33.9,17.32,16.93,68.66,23.7,27.36,29.37,42.83,156.09,15.24,10.87,8.06,58.07,50.51,15.16,56.445,12.74,2.905,2.395,51.865,44.155,18.185,10.275,18.14,22.095,23.015,7.56,caesar
1380,15990.0,40.0,0.0,female,62.6,125.66,28.0,28.0,34.0,1.0,36-45,6.5,9.06,7.48,20.28,30.12,22.64,12.8,15.12,37.6,32.13,36.57,28.74,7.05,39.61,29.53,17.72,16.18,61.97,22.91,26.26,28.54,37.99,132.06,15.04,11.73,6.46,52.35,44.09,15.6,49.805,11.62,2.93,2.345,45.79,38.865,16.55,9.06,16.665,20.17,20.68,7.48,caesar
1408,16026.0,24.0,0.0,female,70.87,152.12,32.0,33.0,36.0,1.0,17-25,10.5,9.57,8.58,22.64,33.07,24.49,14.06,15.04,37.17,32.48,35.59,33.5,7.48,41.3,34.17,18.78,17.2,70.67,24.57,22.72,32.32,42.6,155.21,15.42,11.36,7.97,58.51,50.55,16.75,57.565,13.07,3.515,2.735,52.885,44.865,19.365,10.16,18.08,22.505,23.23,8.58,caesar
